Ticket ID,Creation Timestamp,Channel,Category,Priority,Subject,Description
TID-86E660A0,2024-01-17 02:33:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-B00C85B9,2024-01-29 09:00:00,Phone,Product Inquiry,Low,Is it possible to customize report templates?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-4DB9BEB5,2024-01-14 19:23:00,Web,Billing & Payment,Low,Received fraud alert after payment,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'User License Overage'. Can you clarify?
TID-9B620AFA,2024-03-09 18:54:00,Email,Technical Issue,High,Error message when saving a new project,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-894223F4,2024-02-09 00:18:00,API,Product Inquiry,Low,Is it possible to customize report templates?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-F235C3D8,2024-01-10 18:04:00,Email,Technical Issue,High,Unable to upload files - Permission Denied,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-568EA338,2024-01-04 07:25:00,Email,Technical Issue,Low,Dashboard widgets not refreshing,"When I try to access the dashboard page, it takes over a minute to load. Other sites are fine."
TID-5589105A,2024-03-04 05:42:00,Email,Technical Issue,High,File export failing for large datasets,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a PDF file. This started happening today."
TID-E7AC5D0E,2024-01-10 04:45:00,Web,Technical Issue,Medium,Application crashing on startup,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-24C3C796,2024-03-05 13:32:00,Phone,Technical Issue,High,API returning 503 errors,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-EBC3B8AC,2024-03-06 19:39:00,Phone,Technical Issue,Medium,Website is loading very slowly,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-2B6FD90D,2024-02-22 21:50:00,Email,Product Inquiry,Low,Do you offer training or webinars?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-36A8EF73,2024-02-21 04:46:00,Email,Billing & Payment,High,Request for past invoices,I want to upgrade from the 'Standard' plan to the 'Enterprise' plan. How does proration work?
TID-15983E2E,2024-02-27 18:24:00,API,Account Management,Medium,New user invitation link has expired,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'user@example.com'.
TID-4D180CF2,2024-02-19 12:59:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-4E69F6E5,2024-03-01 06:34:00,Email,Technical Issue,High,Search functionality not returning all results,"I'm trying to export a report with 100000 rows to CSV, but it times out with the error 'ERR_FAILED'."
TID-E58FC6F8,2024-02-22 15:00:00,Web,Account Management,High,How do I delete my account?,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'user@example.com'.
TID-4C36E276,2024-01-05 12:52:00,Web,Technical Issue,Medium,Error message when saving a new project,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-A06ABA2D,2024-02-23 08:13:00,Web,Product Inquiry,Low,Do you offer training or webinars?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-9D805871,2024-03-01 13:18:00,Web,Account Management,Medium,Need to change the primary email,I need to update the primary email on my account from 'old.user@example.com' to 'new.hire@example.org'. What's the process?
TID-16EA43F8,2024-02-28 20:02:00,Email,Technical Issue,Medium,API returning 503 errors,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-275B34D9,2024-01-14 12:20:00,Web,Product Inquiry,Low,How to export data to PDF?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-99FFB8CA,2024-02-02 01:33:00,Email,Billing & Payment,High,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-B298CE05,2024-02-27 05:50:00,Web,Product Inquiry,Low,Do you offer training or webinars?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-8B65CDB4,2024-01-06 18:27:00,Web,Technical Issue,Medium,Search functionality not returning all results,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-11870546,2024-03-10 09:00:00,Email,Billing & Payment,Medium,Request for past invoices,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'User License Overage'. Can you clarify?
TID-51DDB165,2024-02-02 19:30:00,Email,Technical Issue,High,Unable to upload files - Permission Denied,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-0A882506,2024-02-26 21:44:00,Phone,Account Management,High,Unable to reset password,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-139901B8,2024-03-13 15:00:00,Email,Billing & Payment,Medium,Received fraud alert after payment,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-8D438117,2024-02-28 20:16:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-6F4012AB,2024-02-29 12:22:00,Web,Account Management,High,User account locked,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-CA4A88F1,2024-03-12 01:30:00,Phone,Technical Issue,High,Dashboard widgets not refreshing,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-CC5190D8,2024-02-07 06:31:00,Phone,Billing & Payment,Medium,Payment failed but my card was charged,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'Service Adjustment'. Can you clarify?
TID-717CFA30,2024-02-14 13:56:00,Web,Technical Issue,High,Website is loading very slowly,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 12:00 PM. Clearing cache did not help.
TID-99AE70D1,2024-02-07 08:33:00,Phone,Technical Issue,High,Application crashing on startup,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-52AE8B17,2024-02-15 06:56:00,Web,Billing & Payment,Low,Payment failed but my card was charged,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'Service Adjustment'. Can you clarify?
TID-88F25712,2024-03-02 17:55:00,Web,Product Inquiry,Low,Is it possible to customize report templates?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-EE3D8AA6,2024-01-06 05:48:00,Web,Product Inquiry,Low,How to export data to PDF?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-5D61368B,2024-03-04 02:31:00,Email,General Feedback,Low,Excellent customer support experience,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-B4E967A1,2024-03-12 02:28:00,Web,General Feedback,Low,UI is confusing for new users,"I wanted to thank your support agent, Sarah. She was incredibly helpful and resolved my issue quickly."
TID-6018208B,2024-01-08 02:09:00,Email,Account Management,Medium,How do I delete my account?,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-58E24B0C,2024-02-03 23:40:00,Phone,Account Management,Medium,Unable to reset password,I need to update the primary email on my account from 'old.user@example.com' to 'new.hire@example.org'. What's the process?
TID-DBE63A7E,2024-01-15 10:43:00,Web,Technical Issue,High,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-601F57E1,2024-01-11 18:54:00,Web,Account Management,Medium,How do I delete my account?,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-6EF724F5,2024-02-22 11:55:00,Web,Product Inquiry,Low,Data retention policy clarification,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-8197A751,2024-02-12 02:52:00,Web,Product Inquiry,Low,Is it possible to customize report templates?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-D550A908,2024-02-07 06:00:00,Web,Billing & Payment,Low,How to upgrade my subscription?,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-2B5C4655,2024-02-05 10:42:00,Phone,Billing & Payment,Medium,Incorrect amount on invoice,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-3331A68A,2024-02-26 10:17:00,Email,Technical Issue,Urgent,Unable to upload files - Permission Denied,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-43430033,2024-02-24 00:36:00,Phone,Technical Issue,Low,Error message when saving a new project,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
